ROE;TITULO_ORIGINAL;DIRETOR
E1402654200000;AUDIOSLAVE - REVELATIONS;MEIERT AVIS
E1402653600000;BIQUINI CAVAD�O - Z� NINGU�M;BRUNO GOUVEIA
E1402653700000;BJ�RK - ALARM CALL;BJ�RK GU�MUNDSD�TTIR
E1402683900000;BJ�RK - DULL FLAME OF DESIRE;CHRISTOPHE JANTOS
E1402683900000;BJ�RK - DULL FLAME OF DESIRE;MAR�AL CUBERTA
E1402705500000;BJ�RK - EARTH INTRUDERS (LIVE);BJ�RK
E1402671500000;BJ�RK - IMMATURE;BJ�RK
E1402671700000;BJ�RK - IT'S IN YOURS HANDS;SPIKE JONZE
E1402672000000;BJ�RK - JOGA (LIVE);BJ�RK
E1402705700000;HULK;ANG LEE
E1402678100000;CELINE DION - NOTHING BROKEN BUT MY HEART;CELINE DION
E1402678300000;CELINE DION - THAT'S THE WAY IT IS;CELINE DION
E1402678600000;CELINE DION -  TO LOVE YOU MORE;CELINE DION
E1402679300000;CELINE DION & R. KELLY - I'M YOUR ANGEL;CELINE DION
E1402686600000;DAVID BOWIE - DEAD MAN WALKING;DAVID BOWIE
E1402706000000;FOO FIGHTER - BREAKOUT;DAVE GROHL
E1402697800000;JUSTIN TIMBERLAKE - UNTIL THE END OF TIME (LIVE);MARTY CALLNER
E1402699200000;PEARL JAM - AMONGST THE WAVES;RYAN THOMAS
E1402702600000;SHAKIRA - DONDE EST�S CORAZ�N;SHAKIRA
E1402703000000;SHAKIRA - OJOS AS�;SHAKIRA
E1402703500000;TRAIN - DROPS OF JUPITER;PATRICK MONAHAN
E1402703800000;TRAIN - SHAKE UP CHRISTMAS;LEX HALABY
E1402704100000;AMAZING AFRICA 3D;BENJAMIN EICHER
E1402704100000;AMAZING AFRICA 3D;TIMO MAYER
E1402705000000;ANGRY BIRDS SPECIALS - BAD PIGGIES SHUFFLE & SPAWN;ERIC GUAGLIONE
E1402712800000;GAME, THE;DAVID FINCHER
E1402713600000;E LA NAVE VA;FEDERICO FELLINI
E1402714100000;BEETHOVEN'S CHRISTMAS ADVENTURE;JOHN PUTCH
E1402714700000;ELVIS: THE JOURNEY;RAY SANTILLI
E1402715000000;ROBBIE WILLIAMS: LIVE IN TALLINN;RUSSELL THOMAS
E1402715200000;MIDDLETON;ADAM RODGERS
E1402719900000;FRISKY BUSINESS;RICHARD LONGHURST
E1402751500000;TEENAGE MUTANT NINJA TURTLES;MICHAEL CHANG
E1402735100000;CLIMATE CHANGE AND CITIES;VICTORIA COCHRANE
E1402717400000;ADEMA - THE WAY YOU LIKE IT;LUKE CARACCIOLI
E1402721300000;ANNIE LENNOX - GOS REST WE MERRY GENTLEMAN;ANNIE LENNOX
E1402722100000;ANNIE LENNOX - WALKING ON BROKEN GLASS;ANNIE LENNOX
E1402722600000;ASHANTI - THE WAY THAT I LOVE YOU;KEVIN BRAY
E1402722700000;BABADO NOVO - AMOR PERFEITO;TOTH BRONDI
E1402719400000;BUBBLE GUPPIES;JEFF ASTOLFO
E1402724200000;BRYAN ADAMS - ALL I WANTS IS YOU;ANDREW CATLIN
E1402724400000;BRYAN ADAMS - CAN'T STOP THIS THING WE STARTED;KEVIN GODLEY
E1402724800000;AGE OF TOMORROW;JAMES HONDELIK
E1402734200000;THE BIG BANG THEORY;LEE ARONSOHN
E1402725700000;BRYAN ADAMS - STAR;BRYAN ADAMS
E1402725900000;BRYAN ADAMS - THOUGHT I'D DIED AND GONE TO HEAVEN;KEVIN GODLEY
E1402727500000;DIBOB - 1X0 EU;ALEX MIRANDA
E1402728000000;DIBOB - FOI DIF�CIL;FELIPE CAMPOS
E1402728600000;DONAVON FRANKENREITER FEAT. G. LOVE - WHAT'CHA KNOW;DONAVON FRANKENREITER
E1402728900000;DURAN DURAN - A VIEW TO A KILL;SIMON LE BON
E1402730100000;DURAN DURAN - SOMEONE ELSE NOT ME;SIMON LE BON
E1402733300000;GLORIA ESTEFAN - OYE;GLORIA ESTEFAN
E1402736700000;JUANES - ME ENAMORA;AGRESSIVE
E1402736900000;JUANES - VOLVERTE A VER;JUANES
E1402737000000;KELLY & OZZY OSBOURNE - CHANGES;KELLY & OZZY OSBOURNE
E1402737500000;LED ZEPPELIN - TRAVELLING RIVERSIDE BLUES;ROBERT PLANT
E1402738900000;LIGHTHOUSE FAMILY - RAINCLOUD;TUNDE BAIYEWU
E1402739800000;LORDE - YELLOW FLICKER BEAT;EMILY KAI BOC
E1402752300000;MY PLACE;MICHAEL JAMES ROWLAND
E1402752300000;MY PLACE;SAMANTHA LANG
E1402752300000;MY PLACE;SHAWN SEET
E1402740700000;A SKY FULL OF STARS;PAUL DUGDALE
E1402743500000;BLENDED;FRANK CORACI
E1402756100000;TRUE BLOOD;ALAN BALL
E1402756300000;POWER RANGERS SUPER SAMURAI;JONATHAN BROUGH
E1402744500000;PROJECT ALMANAC;DEAN ISRAELITE
E1402756400000;THE SPONGEBOB MOVIE: SPONGE OUT OF WATER;PAUL TIBBITT
E1402742900000;BABADO NOVO - 15 MIL POR M�S;CL�UDIA LEITTE
E1402743200000;CARLINHOS BROWN - COVERED SAINTS;CARLINHOS BROWN
E1402745500000;CYNDI LAUPER - HEADING WEST;CYNDI LAUPER
E1402757900000;FRIENDS;GARY HALVORSON
E1402747800000;EAGLES - GET OVER IT;BERNIE LEADON
E1402749300000;FALL OUT BOY - ME AND YOU;ALAN FERGUSON
E1402749900000;FALL OUT BOY - YOUNG VOLCANOES;PATRICK STUMP
E1402762100000;QUEEN - WE WILL ROCK YOU;SAUL SWIMMER
E1402763200000;TERROR SQUAD FEAT. FAT JOE - LEAN BACK;RAUL CONDE
E1402763400000;THE KOOKS - ALWAYS WHERE I NEED TO BE;EMMETT MALLOY
E1402764000000;THE KOOKS - BAD HABIT;FINN KEENAN
E1402764800000;THE KOOKS - OOH LA;LUKE PRITCHARD
E1402765000000;THE KOOKS - SHINE ON;LUKE PRITCHARD
E1402765100000;THE OFFSPRING - (CAN'T GET MY) HEAD AROUND YOU;DEXTER HOLLAND
E1402767100000;WILD;JEAN-MARC VALL�E
E1402760400000;HE-MAN;HAL SUTHERLAND
E1402766200000;REAL STEEL;SHAWN LEVY
E1402766300000;SINGLE MOMS CLUB, THE;TYLER PERRY
E1402769400000;FINDERS KEEPERS;ALEXANDER YELLEN
E1402766800000;100% CACHEMIRE;VAL�RIE LEMERCIER
E1402779900000;ARCTIC MONKEYS - AT THE APOLLO;RICHARD AYOADE
E1402767800000;I ORIGINS;MIKE CAHILL
E1402769500000;OUTCAST;NICK POWELL
E1402771400000;THE COLOR OF RAIN;ANNE WHEELER
E1402772000000;THE OFFSPRING - MEANING OF LIFE;DEXTER HOLLAND
E1402780600000;STATUS QUO: PICTURES: LIVE AT MONTREUX;BOAZ YAKIN
E1402781500000;PETER GABRIEL: SCRATCH MY BACK;ANNA GABRIEL
E1402810200000;MIRACULOUS: TALES OF LADYBUG & CAT NOIR;THOMAS ASTRUC
E1402775600000;TONI BRAXTON - ANOTHER SAD LOVE SONG;TONI BRAXTON
E1402782700000;TONI BRAXTON - YOU'RE MAKING ME HIGH;TONI BRAXTON
E1402809800000;ISOMETRIC STRENGTH;BOBBY RAZAK
E1402784000000;VANESSA HUDGENS - SNEAKERNIGHT;MALCOLM JONES
E1402812000000;A FINE LINE;ANDREW KORNYLAK
E1402812400000;CHASING SUMMITS;VESELIN OVCHAROV
E1402786700000;30 SECONDS TO MARS - HURRICANE (VERS�O 1);BARTHOLOMEW CUBBINS
E1402788000000;AKON - RIGTH NOW (NA NA NA);ANTHONY MANDLER
E1402787800000;MULAN;TONY BANCROFT, BARRY COOK
E1402793600000;MICKEY, DONALD & GOOFY: THE THREE MUSKETEERS;DONOVAN COOK
E1402788300000;AKON FEAT. FRENCH MONTANA - HURT SOMEBODY;GIL GREEN
E1402788400000;AKON FEAT.SNOOP DOGG - I WANNA LOVE YOU;BENNY BOOM
E1402791100000;ALEJANDRO SANZ - Y, SI FUERA ELLA?;ALEJANDRO SANZ
E1402794900000;ALEXANDER AND THE TERRIBLE, HORRIBLE, NOT GOOD, VERY BAD DAY;MIGUEL ARTETA
E1402792100000;ARCTIC MONKEYS - CRYING LIGHTNING;RICHARD AYOADE
E1402814000000;SOFIA THE FIRST;JAMIE MITCHELL
E1402814000000;SOFIA THE FIRST;MIRCEA MANTTA
E1402800000000;AYO - LONELY;AYO
E1402795700000;LILO & STITCH;DEAN DEBLOIS
E1402807700000;BRICK & LACE - LOVE IS WICKED;TIMOTHY NAYLOR
E1402808100000;C�U - A RODA;C�U
E1402801400000;COMMON - THE PEOPLE;NEON
E1402808300000;CRAIG DAVID - DON'T LOVE YOU NO MORE;ROBERT HALES
E1402808400000;CRAIG DAVID - HOT STUFF;JUSTIN FRANCIS
E1402801600000;DAUGHTRY - FEELS LIKE TONIGHT;MARTIN WEISZ
E1402809500000;DAUGHTRY - WHAT ABOUT NOW;KEVIN KERSLAKE
E1402796000000;PRESUMED INNOCENT;ALAN J. PAKULA
E1402802900000;SOMETHING TO TALK ABOUT;LASSE HALLSTROM
E1402805000000;THE GOONIES;RICHARD DONNER
E1402805100000;GREMLINS;JOE DANTE
E1402805300000;THE NEVERENDING STORY;WOLFGANG PETERSEN
E1402820100000;BATMAN: MYSTERY OF THE BATWOMAN;CURT GEDA
E1402805800000;BAD WORDS;JASON BATEMAN
E1402819900000;HALO LEGENDS;ARAMAKI, MAMORU OSHII, HIDEKI FUTAMURA, TOMOKI KYODA YASUSHI
E1402820000000;BATMAN THE BRAVE AND THE BOLD;JAMES TUCKER
E1402817700000;GARBAGE - SPECIAL;GARBAGE
E1402823300000;LOONEY TUNES COLLECTION: ALL STARS;CHUCK JONES
E1402801200000;GARBAGE - WHY DO YOU LOVE ME;GARBAGE
E1402804500000;LA DOLCE VITA;FEDERICO FELLINI
E1402820700000;CAPTAIN AMERICA: THE WINTER SOLDIER;ANTHONY RUSSO
E1402821200000;TEAM AMERICA: WORLD POLICE;TREY PARKER
E1402822400000;HOW TO BUILD A BETTER BOY;PAUL HOEN
E1402852600000;BRINK;JOHN REBECCI
E1402832000000;THE GREATEST HEROES OF THE BIBLE;JAMES L. CONWAY
E1402825400000;TANTA AGUA;LETICIA JORGE
E1402825900000;NUITS BLANCHES SUR LA JET�E;PAUL VECCHIALI
E1402839000000;CONTACTS;LEONARD FREED
E1402839000000;CONTACTS;RAYMOND DEPARDON
E1402826800000;DOLPHIN TALE 2;CHARLES MARTIN SMITH
E1402829900000;BLOOD TIES;GUILLAUME CANET
E1402832600000;ALTER BRIDGE  TIES THAT BIND;MICHAEL ALPEROWITZ
E1402833000000;ANA CA�AS - DEVOLVE, MO�O;CARINA ZARANTIN
E1402833400000;ANA CAROLINA - VAI (AO VIVO);RODRIGO CARELI
E1402833500000;ANASTACIA - I CAN FEEL YOU;CHRIS APPLEBAUM
E1402837000000;DUETS;BRUCE PALTROW
E1402834300000;BACKSTREET BOYS - BIGGER;FRANK BORIN
E1402834500000;BACKSTREET BOYS - EVERYBODY BACKSTREET'S BACK;NICK CARTER
E1402834600000;BACKSTREET BOYS - GET DOWN;BRIAN THOMAS LITTRELL
E1402834900000;BACKSTREET BOYS - I WANT IT THAT WAY;A. J MCLEAN
E1402834900000;BACKSTREET BOYS - I WANT IT THAT WAY;HOWIE DOROUGH
E1402836300000;BACKSTREET BOYS - INCOMPLETE;A. J MCLEAN
E1402836600000;BACKSTREET BOYS - LARGER THAN LIFE;HOWIE DOROUGH
E1402837700000;BACKSTREET BOYS - QUIT PLAYING GAMES;KEVIN RICHARDSON
E1402838100000;BACKSTREET BOYS - THE CALL;KEVIN RICHARDSON
E1402838200000;BACKSTREET BOYS - THE CALL (AO VIVO);A. J MCLEAN
E1402838300000;BACKSTREET BOYS - THE ONE;BRIAN THOMAS LITTRELL
E1402839100000;BELINDA - EGO�STA;JULIO CARLOS RAMOS ZAPATA
E1402839400000;BELINDA - SEE A LITTLE LIGHT;SCOTT SPEER
E1402839500000;BELINDA CARLISLE - IN TOO DEEP;CARLISLE BERLINDA
E1402840100000;BETO CUEVAS - VUELVO;BETO CUEVAS
E1402840200000;BETO CUEVAS - SHOCKWAVE;TRAVIS KOPACH
E1402840900000;BRAZILIAN GIRLS - GOOD TIME;TODD SOMODELVILLA
E1402842100000;CABAL - CINDERELA;ANDR� VASCO
E1402842400000;CASSIE - ME AND YOU;RAY KAY
E1402843100000;CHIMARRUTS - PRECE;RAFA MACHADO
E1402843100000;CHIMARRUTS - PRECE;TATI PORTELA
E1402843300000;CHIMARRUTS - SE FOR EMBORA (AO VIVO);ROBERTO TEIXEIRA DE OLIVEIRA
E1402840600000;VIRGEM MARGARIDA;LICINIO AZEVEDO
E1402843500000;CIARA - THAT'S RIGHT;FAT, THE CATS
E1402844000000;CLAUDIA LEITTE - SAMBA;FLAVIA MORAES
E1402844900000;DAVID GUETTA FEAT. TOCADISCO, CHRIS WILLIS & JOAQUIM GARRAUD - TOMORROW CAN WAIT;DENIS THYBAUD
E1402845100000;DEATH CAB FOR CUTIE - I WILL POSSESS YOUR HEART;AARON STEWART-AHN
E1402845100000;DEATH CAB FOR CUTIE - I WILL POSSESS YOUR HEART;SHAWN KIM
E1402846400000;DIDO - WHITE FLAG;DIDO
E1402846800000;DUFFY - MERCY;DANIEL WOLFE
E1402847100000;DUFFY - ROCKFERRY (AO VIVO);DUFFY
E1402847000000;DUFFY - ROCKFERRY;LUKE SEAMORE
E1402849300000;IVETE SANGALO - T� TUDO BEM;IVETE SANGALO
E1402849400000;IVETE SANGALO PART. CARLINHOS BROWN - QUANTO AO TEMPO;JOANA MAZZUCCHELLI
E1402857200000;FABOLOUS FEAT. NE YO - MAKE ME BETTER;ERIK WHITE
E1402857400000;FLO RIDA - IN THE AYER;SHANE DRAKE
E1402857900000;FRESNO - INFINITO;DANIEL FERRO
E1402858800000;GLOBAL DEEJAYS - THE SOUND OF SAN FRANCISCO;GLOBAL DEEJAY
E1402860900000;HI-TACK - LET'S DANCE;HI-TACK
E1500000800000;JANET JACKSON - EVERYTIME;JANET JACKSON
E1500000900000;JANET JACKSON - FEEDBACK;JANET JACKSON
E1500003000000;JAY-Z - ROC BOYS;CHRIS ROBINSON
E1500003700000;JEITO MOLEQUE - ELA VEM DO C�U;CARINA ZARATIN
E1500004200000;JESSE MCARTNEY FEAT. T-PAIN - BODY LANGUAGE;WILL KNAPP
E1500006000000;JONAS BROTHERS - S.O.S;JONAS BROTHERS
E1500006100000;JONAS BROTHERS - TONIGHT;BRUCE HENDRICKS
E1500006500000;JORDIN SPARKS - TATTOO;MATTHEW ROLSTON
E1500006600000;JORDIN SPARKS FEAT. CHRIS BROWN - NO AIR;CHRIS ROBINSON
E1500008400000;KID ROCK - ROLL ON;DEATON FLANIGEN
E1500009100000;A MOST WANTED MAN;ANTON CORBIJN
E1500010100000;LEANDRO SAPUCAHY - NUMA CIDADE MUITO LONGE;MAUR�CIO E�A
E1500011900000;LEELA - POR UM FIO;FABIO MONTANARI
E1500011900000;LEELA - POR UM FIO;GUSTAVO CHIAPPETTA
E1500012500000;LEONA LEWIS - I SEE YOU;JAKE NAVA
E1500012800000;LIL WAYNE - HOW TO LOVE;CHRIS ROBINSON
E1500013200000;LIL WAYNE FEAT. CORY GUNZ - 6 FOOT 7 FOOT;HYPE WILLIANS
E1500025600000;BROADCHURCH;EUROS LYN
E1500015100000;DISCOVERING MAVERICKS;JOSH POMER
E1500014300000;DAVID BISBAL - T� Y YO;KIKE MAILLO
E1500070500000;JEITO MOLEQUE - ME FAZ FELIZ;SANTIAGO FERRAZ
E1500070700000;KID ABELHA - ACUSTICO MTV;ROMI ATARASHI
E1500031900000;INSIDE ASPREY: LUXURY BY ROYAL APOOINTMENT;KARI LIA
E1500022000000;MOBY - ONE TIME WE LIVED;MOBY
E1500022400000;MOBY - SHOT IN THE BACK OF THE HEAD;DAVID LYNCH
E1500022700000;MOBY - WHY DOES MY HEART FELL SO BAD;MOBY
E1500024200000;MUSE - PANIC STATION;MUSE
E1500024300000;MUSE - STARLIGHT;MUSE
E1500026700000;MUSE - UNDISCLOSE DESIRES;JONAS E FROANCOIS
E1500028500000;AMERICAN HEIST;SARIK ANDREASYAN
E1500028200000;NXZERO - ONDE ESTIVER;GEE ROCHA
E1500029400000;A QUIEN LLAMARIAS?;MARTIN VIAGGIO
E1500028300000;NXZERO - S� REZO;GEE ROCHA
E1500029600000;P. DIDDY - DIDDY;P. DIDDY
E1500034900000;PATO FU - ANTES QUE SEJA TARDE;FERNANDA TAKAI
E1500031300000;PATO FU - POR PERTO;ROMI ATARASHI
E1500031700000;PATO FU & ANDREA ECHEVERRI - TUDO VAI FICAR BEM;GABRIELA LIMA
E1500031700000;PATO FU & ANDREA ECHEVERRI - TUDO VAI FICAR BEM;PABLO URANGA
E1500032300000;PETE MURRAY - CLASS A;JACOB SIMKIN
E1500036600000;BACKSTREET BOYS: SHOW: EM WHAT YOU'RE MADE OF;STEPHEN KIJAK
E1500038900000;PONTO DE EQUIL�BRIO - AONDE VAI CHEGAR;H�LIO BENTES
E1500039000000;LENNY KRAVITZ � NEW YORK CITY;FRANCESCO CARROZZINI
E1500039200000;JESSIE J - MASTERPIECE;TABITHA DENHOLM
E1500039600000;GILBERTO GIL - MEIO DE CAMPO;FELIPE BRISO
E1500041300000;HENRIQUE & DIEGO PART. MC GUIM� - SU�TE 14;RAFAEL TERRA
E1500041600000;RAZORLIGHT - WIRE TO WIRE;JOHNNY BORRELL
E1500043600000;ROBERT PLANT & ALISON KRAUSS - PLEASE READ THE LETT;ROCKY SCHENCK
E1500045600000;BRING IT ON: FIGHT TO THE FINISH;BILLE WOODRUFF
E1500045700000;BROKEN BRIDGES;STEVEN GOLDMANN
E1500046400000;FOOT FIST WAY, THE;JODY HILL
E1500046500000;EVENT 15;MATTHEW THOMPSON
E1500046600000;FREEZER;MIKAEL SALOMON
E1500047300000;POCAHONTAS II: JOURNEY TO A NEW WORLD;BRADLEY RAYMOND
E1500050900000;MY GIRL 2;HOWARD ZIEFF
E1500052500000;DADDY DAY CAMP;FRED SAVAGE
E1500053600000;WENDY WU: HOMECOMING WARRIOR;JOHN LAING
E1500053500000;TAKERS;JOHN LUESSENHOP
E1500053700000;TOM AND HUCK;PETER HEWITT
E1500054300000;X-MEN: DAYS OF FUTURE PAST;BRYAN SINGER
E1500057300000;28 WEEKS LATER;JUAN CARLOS FRESNADILLO
E1500060600000;ROBERTA S� - BELO ESTRANHO DIA DE AMANH�;ROBERTA S�
E1500062000000;SAM SPARRO - 21ST CENTURY LIFE;MARIAH GARNETT
E1500062300000;SARA BAREILLES - KING OF ANYTHING;LAURENT BRIET
E1500063900000;SEAL - AMAZING;SEAL
E1500066500000;SERGIO MENDES PART. CARLINHOS BROWN - FUNKY BAHIA;JOHN PINA
E1500067800000;SHERYL CROW - HARD TO MAKE A STAND;SHERYL CROW
E1500068100000;SHERYL CROW - MY FAVORITE MISTAKE;SHERYL CROW
E1500068900000;MR. DEEDS;STEVEN BRILL
E1500069800000;MY SUMMER IN PROVENCE;ROSE BOSCH
E1500072200000;SIMPLE PLAN - WHEN I'M GONE;PIERRE BOUVIER
E1500072800000;SOUTHLAND TALES;RICHARD KELLY
E1500073000000;TOURIST, THE;FLORIAN HENCKEL VON DONNERSMARCK
E1500073600000;HIGHWAYMEN;ROBERT HARMON
E1500075500000;SNOOP DOGG - THA DOGGFATHER;SNOOP DOG
E1500075900000;SNOOP DOGG FEAT. KID CUDI - THAT TREE;RYAN MCNEELY
E1500075400000;SNOOP DOGG G MIX FEAT. JAY Z - I WANNA ROCK;ERICK PEYTON
E1500084100000;BOB MARLEY: UPRISING LIVE!;CHRISTIAN WAGNER
E1500087100000;ON HOLIDAY WITH TIMON & PUMBAA;TONY CRAIG
E1500085300000;INTRUDERS;ADAM MASSEY
E1500085600000;CINDERELLA;KENNETH BRANAGH
E1500086500000;O ANO MAIS VIOLENTO;J.C. CHANDOR
E1500102700000;LOVE FOR SALE WITH RUPERT EVERETT;MICHAEL WALDMAN
E1500090200000;DUMB AND DUMBER TO;PETER FARRELLY
E1500091500000;B.B. KING - LIVE BY REQUEST;JOE THOMAS
E1500091600000;SHANIA TWAIN - STILL THE ONE;RAJ KAPOOR
E1500091800000;BAD NEWS BEARS;RICHARD LINKLATER
E1500101500000;A PUP NAMED SCOOBY-DOO;DON LUSK
E1500095500000;INCEPTION;CHRISTOPHER NOLAN
E1500095900000;DANCES WITH WOLVES;KEVIN COSTNER
E1500104100000;ROME;JEREMY PODESWA
E1500100300000;THE NAME OF THE ROSE;JEAN-JACQUES ANNAUD
E1500106400000;JERRY MAGUIRE;CAMERON CROWE
E1500106500000;IT COULD HAPPEN TO YOU;ANDREW BERGMAN
E1500106800000;BAD COMPANY;JOEL SCHUMACHER
E1500107500000;PINOCCHIO 3000;DANIEL ROBICHAUD
E1500108000000;STUDLEBRITY;JOSH ZUCKERMAN
E1500109500000;NEW ORLEANS: STREET JAZZ & DIRTY RAP;SAMUEL PETIT
E1500117000000;THE QUEEN: BEHIND THE MASK;TOM CAIRNS
E1500110100000;MUSIC & LYRICS;MARC LAWRENCE
E1500113000000;STILL ALICE;WASH WESTMORELAND	
E1500114800000;SPIDER-MAN;SAM RAIMI
E1500115800000;ACT OF LOVE;ANATOLE LITVAK
E1500116100000;BEARS;ALASTAIR FOTHERGILL; KEITH SCHOLEY
E1500118800000;DAVID AND BATHSHEBA;HENRY KING
E1500120000000;MALEFICENT;ROBERT STROMBERG
E1500120100000;MILLION DOLLAR ARM;CRAIG GILLESPIE
E1500120400000;PEREZ FAMILY, THE;MIRA NAIR
E1500120700000;ROBE, THE;HENRY KOSTER
E1500121100000;SERENITY;JOSS WHEDON
E1500122100000;TIE THAT BINDS, THE;WESLEY STRICK
E1500121600000;SHANGHAI EXPRESS;JOSEF VON STERNBERG
E1500123000000;ZORBA THE GREEK;MIHALIS KAKOGIANNIS
E1500123800000;THE TOM AND JERRY SHOW;DARRELL VAN CITTERS
E1500123500000;DROP, THE;MICHA�L R. ROSKAM
E1500124400000;JODOROWSKY'S DUNE;FRANK PAVICH
E1500124200000;TH�R: THE EDDA CHRONICLES AKA THOR;GUNNAR KARLSSON
E1500131100000;GLORIA;SEBASTI�N LELIO
E1500132800000;SEVENTH SON, THE;SERGEY BODROV
E1500132700000;CHAPPIE;NEILL BLOMKAMP
E1500136900000;MADONNA - MATERIAL GIRL;MARY LAMBERT
E1500137400000;SMASHING PUMPKINS - TONIGHT TONIGHT;JONATHAN DAYTON
E1500142100000;DANNY COLLINS;DAN FOGELMAN
E1500151300000;SACRED JOURNEYS;LEO EATON
E1500146400000;WARHOL, BASQUIAT & ME;INES MITTERER
E1500145900000;FORT BLISS;CLAUDIA MYERS
E1500147100000;DER 7BTE ZWERG;BORIS ALJINOVIC
E1500153200000;RED BULL AIR RACE;TES SEWELL
E1500159300000;IVETE SANGALO - PRA FRENTE;NICK WICKHAM
E1500160000000;BEYONC� - ROCKET;ED BURKE, BILL KIRSTEIN
E1500160200000;BEYONC� - HAUNTED;JONAS AKERLUND
E1500162300000;THE ROLLING STONES - L.A. FORUM (LIVE IN1975);RON NEVISON
E1500164500000;CONSTANTINE;FRANCIS LAWRENCE
E1500168900000;LEGO: JUSTICE LEAGUE VS BIZARRO LEAGUE;BRANDON VIETTI
E1500171900000;JOHN Q.;NICK CASSAVETES
E1500172200000;MARRIED LIFE;IRA SACHS
E1500173200000;TSIRK;GRIGORI ALEKSANDROV
E1500174900000;BLADES OF GLORY;WILL SPECK
E1500178100000;POLTERGEIST;TOBE HOOPER
E1500181200000;BLACK SEA;KEVIN MACDONALD
E1500183900000;FORTUNE WILD;BEN GULLIVER
E1500220200000;HOUSE OF CARDS - SEASON 3;JAMES FOLEY, JOHN DAVID COLES,CARL FRANKLIN, ROBIN WRIGHT
E1500183100000;101 DALMATIANS;HAMILTON LUSKE
E1500185800000;BURTON AND TAYLOR;RICHARD LAXTON
E1500188000000;SUPERSTAR DJS WITH ANNIE MAC;ROB LANE
E1500188700000;METAMORIS 4;RALEK GRACIE
E1500187500000;I TOLD YOU I WAS TROUBLE - AMY WINEHOUSE - LIVE IN LONDON;HAMISH HAMILTON
E1500187800000;IT FOLLOWS;DAVID ROBERT MITCHELL
E1500188500000;2 CELLOS - CELLOVERSE (DELUXE VERSION);FILIP VIDOVIC
E1500190000000;FAIRLY ODD PARENTS;KEN BRUCE
E1500190900000;THE EASTER  EXPERIENCE;SHANE SOOTER
E1500190800000;QUEENS OF THE STONE AGE - Z�NITH, PARIS FRANCE 14TH OF NOVEMBER 2013;JAMIL SMITH
E1500190700000;MICHAEL JACKSON: LEGACY;GABOR BELAN
E1500191800000;MY NAME IS ORSON WELLES;JULIA KUPERBERG
E1500191900000;AQUAMARINE;ELIZABETH ALLEN
E1500193900000;HOUSE OF WAX;JAUME COLLET-SERRA
E1500194000000;CASSE-T�TE CHINOIS;C�DRIC KLAPISCH
E1500194500000;CHARADE;STANLEY DONEN
E1500197400000;PATHFINDER;MARCUS NISPEL
E1500197500000;ROMANCE AND CIGARETTES;JOHN TURTURRO
E1500198400000;MULTISHOW AO VIVO - JOTA QUEST - FOLIA & CAOS;JOANA MAZZUCHELLI
E1500198600000;KIDNAPPING FREDDY HEINEKEN;DANIEL ALFREDSON
E1500199800000;THE CABIN IN THE WOODS;DREW GODDARD
E1500199900000;CLOCLO;FLORENT EMILIO
E1500202300000;FAR OUT;RON CLEMENTS
E1500202700000;AND THEN WE SAWM;BEN FINNEY
E1500203100000;DEVIL WEARS PRADA, THE;DAVID FRANKEL
E1500203400000;JING CHA GU SHI;SHENG DING
E1500209400000;TOMORROW YOU'RE GONE;DAVID JACOBSON
E1500214900000;JEAN GENTIL;LAURA AMELIA GUZM�N
E1500215100000;LA PASI�N DE GABRIEL;LUIS ALBERTO RESTREPO
E1500216900000;RIZZOLI & ISLES IV;STEVE ROBIN
E1500220000000;GET ON UP;TATE TAYLOR
E1500223600000;SATISFACTION #01;KEVIN BRAY
E1500224000000;LISTEN UP PHILIP;ALEX ROSS PERRY
E1500225100000;FLINTSTONES IN VIVA ROCK VEGAS, THE;BRIAN LEVANT
E1500225700000;LAND BEFORE TIME VII: THE STONE OF COLD FIRE;CHARLES GROSVENOR
E1500226500000;MOSHI MONSTERS: THE MOVIE;WIP VERNOOIJ
E1500226500000;MOSHI MONSTERS: THE MOVIE;MORGAN FRANCIS
E1500228300000;VOLCANO;MICK JACKSON
E1500232500000;CHRIS BROWN X TYGA - AYO;COLIN TILLEY
E1500239000000;HOW THE WEST WAS WON;HENRY HATHAWAY
E1500239300000;RIPLEY'S GAME;LILIANA CAVANI
E1500239800000;COBAIN: MONTAGE OF HECK;BRETT MORGEN
E1500241700000;DAVID GUETTA FEAT. EMELI SAND� - WHAT I DID FOR LOVE (LYRIC VIDEO);GUILHERME ZATTAR
E1500246700000;THE PASSION OF THE CHRIST;MEL GIBSON
E1500248700000;Z�LIA DUNCAN - ME REVELAR;Z�LIA DUNCAN
E1500249200000;FRIDAY THE 13TH - PART VII: THE NEW BLOOD;JOHN CARL BUECHLER
E1500250500000;MOCKINGBIRD;BRYAN BERTINO
E1500251100000;ALVINN!!! & THE CHIPMUNKS;JANICE KARMAN
E1500251900000;RELATOS SALVAJES;DAMI�N SZIFR�N
E1500251500000;LAKE PLACID 3;GRIFF FURST
E1500254000000;BURN, CHARMING LIARS;KYLIE EATON
E1500255700000;SCOOBY-DOO ON ZOMBIE ISLAND;HIROSHI AOYAMA
E1500259300000;THE BRIDGES OF MADISON COUNTY;CLINT EASTWOOD
E1500259800000;THE APPARITION;TODD LINCOLN
E1500259900000;SUPERMAN 1;RICHARD DONNER
